일시,총 매출금액,총 주문건수,년,월,일,평균기온(℃),평균풍속(m/s),강수량(mm),holiday,배달의민족,요기요,전화,기타,배민1,쿠팡이츠,년월
2023-01-01,1300700,48,2023,1,1,1.1,2.9,0.0,1.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-03,865000,29,2023,1,3,-0.8,4.4,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-04,892600,34,2023,1,4,-0.4,2.4,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-05,975400,35,2023,1,5,0.2,0.9,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-06,1149200,40,2023,1,6,1.8,1.1,1.7,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-07,1017400,33,2023,1,7,3.6,4.2,0.3,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-08,1545200,56,2023,1,8,1.2,1.0,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-10,1036700,39,2023,1,10,1.9,1.1,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-11,953600,34,2023,1,11,2.6,1.5,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-12,865600,34,2023,1,12,6.7,0.9,4.8,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-13,1171500,45,2023,1,13,14.6,1.9,51.9,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-14,1080700,42,2023,1,14,10.0,3.1,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-15,1419900,41,2023,1,15,1.4,4.7,0.4,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-17,936300,34,2023,1,17,-1.5,3.6,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-18,974700,30,2023,1,18,-0.9,1.9,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-19,636300,21,2023,1,19,-1.3,1.2,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-20,944200,35,2023,1,20,-0.6,3.4,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-21,952800,33,2023,1,21,-2.5,2.6,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-22,1687700,54,2023,1,22,-0.5,0.2,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-23,372300,2,2023,1,23,1.8,2.9,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-24,1596700,53,2023,1,24,-8.6,6.1,0.2,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-25,937000,36,2023,1,25,-9.2,3.3,0.1,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-26,867300,34,2023,1,26,-1.9,1.2,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-27,1313100,47,2023,1,27,-3.5,4.5,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-28,1506100,57,2023,1,28,-3.5,3.4,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-29,1335900,49,2023,1,29,1.1,2.7,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-01-31,1077900,40,2023,1,31,0.3,1.1,0.0,0.0,770,150.0,95,20,0.0,0.0,2023-01
2023-02-01,1059500,39,2023,2,1,2.9,2.9,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-02,937000,30,2023,2,2,0.9,3.4,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-03,970600,30,2023,2,3,1.1,3.5,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-04,1369200,47,2023,2,4,-0.1,3.1,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-05,1467200,35,2023,2,5,-0.3,1.4,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-07,1123300,33,2023,2,7,3.9,0.9,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-08,799700,29,2023,2,8,4.5,2.7,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-09,746400,28,2023,2,9,3.7,2.0,7.4,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-10,915700,33,2023,2,10,3.7,2.2,17.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-11,871800,32,2023,2,11,2.7,0.6,0.0,1.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-12,1489300,48,2023,2,12,4.0,0.6,0.4,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-14,942700,32,2023,2,14,3.9,3.3,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-15,849800,30,2023,2,15,3.3,0.9,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-16,973400,32,2023,2,16,3.7,1.1,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-17,819400,31,2023,2,17,3.6,0.4,0.1,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-18,1033800,37,2023,2,18,7.7,0.3,1.5,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-19,1616000,54,2023,2,19,4.7,4.1,1.6,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-21,1196800,36,2023,2,21,-0.8,2.5,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-22,672200,25,2023,2,22,2.4,1.2,1.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-23,688000,24,2023,2,23,5.9,3.2,1.4,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-24,1127500,39,2023,2,24,6.0,3.6,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-25,1278900,44,2023,2,25,1.4,4.2,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-26,1390100,49,2023,2,26,2.0,2.4,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-02-28,1234000,43,2023,2,28,5.1,1.7,0.0,0.0,643,114.0,86,17,0.0,0.0,2023-02
2023-03-01,1223800,43,2023,3,1,7.0,2.6,0.1,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-02,846800,30,2023,3,2,3.0,3.9,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-03,749600,27,2023,3,3,5.9,3.3,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-04,1354700,48,2023,3,4,6.3,1.0,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-05,1262300,43,2023,3,5,5.9,1.4,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-07,1070700,38,2023,3,7,9.2,0.9,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-08,1018700,33,2023,3,8,10.3,1.6,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-09,1051000,35,2023,3,9,14.2,1.6,0.1,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-10,1129100,38,2023,3,10,11.8,0.9,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-11,1467100,50,2023,3,11,12.2,1.4,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-12,1718400,59,2023,3,12,6.8,3.2,4.5,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-14,1360400,48,2023,3,14,5.7,1.6,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-15,1081100,36,2023,3,15,11.3,1.9,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-16,1790600,20,2023,3,16,9.1,3.4,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-17,821600,29,2023,3,17,8.2,1.2,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-18,1607400,52,2023,3,18,9.8,3.1,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-19,1584600,53,2023,3,19,8.2,2.0,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-21,1196400,38,2023,3,21,12.3,1.5,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-22,1272900,46,2023,3,22,12.9,0.8,1.4,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-23,852300,27,2023,3,23,15.2,1.7,30.4,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-24,1221900,43,2023,3,24,11.1,1.7,15.5,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-25,1180500,40,2023,3,25,10.1,0.8,0.2,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-26,1121900,37,2023,3,26,10.2,2.8,1.8,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-28,1407500,44,2023,3,28,8.2,1.2,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-29,1505900,39,2023,3,29,10.2,1.1,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-30,912000,32,2023,3,30,11.8,0.9,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-03-31,849200,28,2023,3,31,13.7,1.4,0.0,0.0,808,124.0,113,11,0.0,0.0,2023-03
2023-04-01,1788900,35,2023,4,1,13.1,1.3,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-02,1230700,41,2023,4,2,14.0,1.6,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-04,1370900,45,2023,4,4,13.1,2.5,13.4,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-05,1209800,40,2023,4,5,13.8,4.2,58.8,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-06,1122700,25,2023,4,6,9.4,2.1,4.9,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-07,704300,24,2023,4,7,9.3,4.2,1.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-08,1275900,45,2023,4,8,8.1,3.2,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-09,1468900,51,2023,4,9,10.1,2.2,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-11,1316900,39,2023,4,11,12.8,1.5,0.2,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-12,974200,30,2023,4,12,11.5,3.5,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-13,695900,25,2023,4,13,11.7,1.4,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-14,1412100,43,2023,4,14,10.5,0.9,9.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-15,1281100,45,2023,4,15,13.6,2.2,0.4,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-16,1475300,51,2023,4,16,9.4,2.1,0.8,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-18,1104800,39,2023,4,18,15.2,0.9,0.8,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-19,1360900,40,2023,4,19,16.9,1.1,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-20,571100,19,2023,4,20,20.6,1.6,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-21,1258700,37,2023,4,21,18.6,2.6,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-22,1760800,62,2023,4,22,14.8,2.1,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-23,1276700,45,2023,4,23,11.9,1.1,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-25,1687700,57,2023,4,25,9.0,1.0,4.7,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-26,1206200,34,2023,4,26,9.7,3.3,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-27,1129600,35,2023,4,27,11.1,1.4,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-28,1280400,38,2023,4,28,14.2,1.4,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-29,1555100,52,2023,4,29,15.2,2.1,7.7,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-04-30,1790900,58,2023,4,30,12.8,3.0,0.0,0.0,748,142.0,112,15,38.0,0.0,2023-04
2023-05-02,1727200,36,2023,5,2,13.3,1.3,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-03,1487700,32,2023,5,3,14.4,1.4,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-04,1426100,48,2023,5,4,15.7,3.0,26.7,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-05,2189700,71,2023,5,5,18.9,1.7,166.5,1.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-06,1394300,46,2023,5,6,16.6,1.8,7.1,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-07,1500400,50,2023,5,7,11.3,1.6,2.7,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-09,1171700,37,2023,5,9,15.5,2.0,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-10,693600,25,2023,5,10,17.0,1.5,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-11,1269400,21,2023,5,11,16.4,1.3,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-12,1260000,44,2023,5,12,16.2,1.4,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-13,1502700,52,2023,5,13,16.3,1.3,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-14,1632100,52,2023,5,14,16.9,1.2,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-16,1316800,32,2023,5,16,20.3,1.2,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-17,996200,28,2023,5,17,19.2,1.5,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-18,1066200,35,2023,5,18,16.8,1.6,25.5,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-19,1354300,33,2023,5,19,18.3,1.1,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-20,1078000,38,2023,5,20,19.3,1.7,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-21,1963800,66,2023,5,21,19.2,3.6,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-23,1059300,35,2023,5,23,16.3,1.6,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-24,705300,24,2023,5,24,17.2,1.2,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-25,1079100,35,2023,5,25,18.2,1.5,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-26,619100,20,2023,5,26,18.9,1.3,0.0,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-27,1192500,42,2023,5,27,21.0,2.2,0.4,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-28,1242200,43,2023,5,28,21.1,1.4,6.9,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-30,1607000,41,2023,5,30,19.4,1.2,10.4,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-05-31,1062900,25,2023,5,31,19.9,1.6,5.7,0.0,694,138.0,119,15,45.0,0.0,2023-05
2023-06-01,1271000,32,2023,6,1,16.5,0.5,7.4,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-02,1268500,33,2023,6,2,22.3,2.8,2.5,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-03,1427200,43,2023,6,3,20.3,2.4,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-04,1654300,57,2023,6,4,19.6,1.7,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-06,1004500,36,2023,6,6,20.2,1.4,0.0,1.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-07,717300,24,2023,6,7,21.0,1.3,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-08,1275100,36,2023,6,8,20.5,1.4,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-09,1049500,36,2023,6,9,21.7,1.6,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-10,1780000,32,2023,6,10,21.8,2.1,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-11,1750900,55,2023,6,11,22.7,1.8,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-13,1204000,43,2023,6,13,22.1,1.4,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-14,1135200,34,2023,6,14,20.0,1.4,4.7,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-15,971200,34,2023,6,15,20.5,1.2,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-16,1106100,38,2023,6,16,22.1,1.1,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-17,1169500,37,2023,6,17,23.0,1.2,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-18,1570600,54,2023,6,18,24.6,1.6,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-20,1056600,35,2023,6,20,22.2,2.1,10.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-21,831600,26,2023,6,21,21.2,1.8,6.5,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-22,1058000,33,2023,6,22,22.3,3.0,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-23,778400,27,2023,6,23,22.8,1.9,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-24,1255400,45,2023,6,24,22.3,1.6,0.0,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-25,1240700,44,2023,6,25,20.7,1.5,17.1,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-27,905900,27,2023,6,27,24.6,1.9,75.9,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-28,649900,24,2023,6,28,24.15,0.5,106.2,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-29,790700,27,2023,6,29,23.7,1.6,11.5,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-06-30,938700,29,2023,6,30,23.7,1.1,22.1,0.0,689,102.0,115,16,19.0,0.0,2023-06
2023-07-01,1039800,37,2023,7,1,23.6,1.2,0.8,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-02,1600700,52,2023,7,2,24.9,1.2,0.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-04,1359100,46,2023,7,4,22.6,1.2,34.5,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-05,678600,23,2023,7,5,24.4,1.8,34.3,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-06,856600,29,2023,7,6,24.3,1.1,0.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-07,986800,31,2023,7,7,21.7,1.1,57.9,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-08,1035700,33,2023,7,8,23.6,0.7,1.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-09,1673800,54,2023,7,9,24.8,1.0,0.1,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-11,1412100,48,2023,7,11,24.2,1.1,27.1,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-13,434400,15,2023,7,13,25.2,1.1,2.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-14,893300,24,2023,7,14,24.9,2.3,35.8,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-15,1391600,46,2023,7,15,24.9,2.0,30.9,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-16,1633300,58,2023,7,16,23.3,1.0,57.4,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-18,608800,21,2023,7,18,24.1,1.1,93.1,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-19,717600,18,2023,7,19,25.1,1.4,2.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-20,102600,2,2023,7,20,25.7,1.1,0.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-21,1145200,29,2023,7,21,24.8,1.5,0.0,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-22,945800,32,2023,7,22,23.0,1.2,3.5,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-07-23,1097000,36,2023,7,23,25.8,1.7,15.8,0.0,476,55.0,72,11,20.0,0.0,2023-07
2023-08-09,25900,1,2023,8,9,24.5,1.1,23.9,0.0,663,0.0,146,31,0.0,0.0,2023-08
2023-08-10,1111800,37,2023,8,10,22.9,3.6,75.2,0.0,663,0.0,146,31,0.0,0.0,2023-08
2023-08-11,1168700,42,2023,8,11,25.3,1.5,0.0,0.0,663,0.0,146,31,0.0,0.0,2023-08
2023-08-12,1361400,47,2023,8,12,25.3,1.5,0.0,0.0,663,0.0,146,31,0.0,0.0,2023-08
2023-08-13,2105400,72,2023,8,13,25.7,1.0,0.0,0.0,663,0.0,146,31,0.0,0.0,2023-08
