일시,총 매출금액,총 주문건수,년,월,일,평균기온(℃),평균풍속(m/s),강수량(mm),holiday,배달의민족,요기요,전화,기타,배민1,쿠팡이츠,년월
2024-09-14,1910600,63,2024,9,14,26.2,0.7,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-15,1968000,64,2024,9,15,26.3,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-16,2580400,78,2024,9,16,26.5,1.2,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-17,3092200,98,2024,9,17,27.3,0.9,9.3,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-18,1386800,43,2024,9,18,26.7,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-21,1094600,35,2024,9,21,23.4,1.4,174.4,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-22,1983400,69,2024,9,22,20.9,0.7,2.4,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-23,1098000,35,2024,9,23,19.3,0.8,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-24,1371500,43,2024,9,24,18.7,0.9,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-25,1668700,37,2024,9,25,20.5,0.9,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-26,916400,19,2024,9,26,21.7,0.8,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-27,989500,32,2024,9,27,21.1,1.4,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-28,1560500,49,2024,9,28,20.7,1.1,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-09-29,1898700,58,2024,9,29,19.8,1.0,0.0,0.0,475,148.0,140,72,148.0,320.0,2024-09
2024-10-01,1775900,58,2024,10,1,17.8,2.2,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-02,1445100,50,2024,10,2,14.8,2.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-03,1643500,56,2024,10,3,13.1,2.2,10.0,1.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-04,1487500,48,2024,10,4,14.7,1.2,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-05,2188500,63,2024,10,5,15.3,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-06,1695500,55,2024,10,6,14.4,0.8,5.3,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-07,940100,30,2024,10,7,15.2,1.8,3.3,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-08,1463700,43,2024,10,8,16.6,1.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-09,1511100,48,2024,10,9,15.7,0.7,0.0,1.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-10,512300,17,2024,10,10,16.5,1.0,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-11,1779000,56,2024,10,11,15.6,0.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-12,1596200,58,2024,10,12,14.9,0.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-13,2130200,73,2024,10,13,15.3,1.0,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-15,1801300,63,2024,10,15,18.9,0.9,1.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-16,1213100,36,2024,10,16,18.5,1.1,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-17,1692200,34,2024,10,17,16.5,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-18,1417300,46,2024,10,18,18.7,0.6,12.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-19,1222700,41,2024,10,19,18.0,1.7,1.6,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-20,2043000,61,2024,10,20,12.2,1.5,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-21,1453500,39,2024,10,21,14.1,0.6,4.5,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-22,1349400,47,2024,10,22,17.9,0.9,60.3,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-23,1607100,46,2024,10,23,13.3,3.3,0.4,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-25,1800300,55,2024,10,25,11.6,0.5,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-26,2151300,70,2024,10,26,13.7,0.8,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-27,2300200,64,2024,10,27,13.7,1.0,0.2,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-29,1524200,44,2024,10,29,14.3,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-30,2130000,32,2024,10,30,13.3,1.1,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-10-31,1623000,33,2024,10,31,13.2,0.7,0.0,0.0,451,158.0,125,134,158.0,357.0,2024-10
2024-11-01,2219800,63,2024,11,1,12.7,0.9,41.3,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-02,2214900,67,2024,11,2,15.3,1.8,13.6,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-03,2623700,88,2024,11,3,12.6,0.6,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-05,1201000,32,2024,11,5,10.3,4.0,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-06,2121500,54,2024,11,6,8.1,3.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-07,1623100,44,2024,11,7,7.6,0.6,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-08,1792900,46,2024,11,8,10.2,0.6,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-09,1691900,59,2024,11,9,11.0,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-10,1967700,65,2024,11,10,10.9,0.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-12,1427400,44,2024,11,12,11.9,2.0,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-13,1004500,35,2024,11,13,10.6,0.8,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-14,1319700,44,2024,11,14,11.5,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-15,1978000,58,2024,11,15,13.0,0.8,0.1,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-16,1624900,51,2024,11,16,16.1,1.0,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-17,2026100,68,2024,11,17,10.8,4.4,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-19,1876400,58,2024,11,19,5.2,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-20,1452300,49,2024,11,20,8.0,2.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-21,1483100,45,2024,11,21,7.5,1.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-22,1481500,44,2024,11,22,7.3,2.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-23,2204200,70,2024,11,23,4.2,0.7,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-24,2193800,77,2024,11,24,5.9,0.5,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-25,601700,4,2024,11,25,8.7,1.8,1.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-26,1547500,48,2024,11,26,8.2,4.0,29.2,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-27,1532500,52,2024,11,27,2.1,2.9,6.6,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-29,2160700,55,2024,11,29,3.3,2.1,6.6,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-11-30,2140600,68,2024,11,30,5.0,2.2,0.0,0.0,486,146.0,163,119,146.0,396.0,2024-11
2024-12-01,1966900,66,2024,12,1,5.4,0.5,0.1,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-03,1926400,55,2024,12,3,4.4,3.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-04,1864500,36,2024,12,4,2.9,2.0,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-05,1185700,34,2024,12,5,5.6,2.9,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-06,1614700,51,2024,12,6,5.1,3.2,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-07,2016400,66,2024,12,7,0.9,2.1,0.1,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-08,1967600,66,2024,12,8,1.2,3.6,0.1,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-10,1636200,37,2024,12,10,2.7,2.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-11,1621500,47,2024,12,11,4.6,3.0,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-12,1313200,48,2024,12,12,2.4,3.5,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-13,2366700,76,2024,12,13,1.6,3.2,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-14,2103400,72,2024,12,14,0.0,3.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-15,2004400,67,2024,12,15,2.4,2.0,0.3,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-16,406400,1,2024,12,16,1.8,1.9,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-17,1398100,45,2024,12,17,1.7,2.1,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-18,2073500,46,2024,12,18,-0.7,3.6,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-19,2380000,46,2024,12,19,-1.5,2.4,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-20,1935500,58,2024,12,20,-0.5,1.2,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-21,2044600,67,2024,12,21,1.2,3.5,0.8,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-22,2150900,74,2024,12,22,-1.4,4.5,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-24,3226400,87,2024,12,24,1.7,2.7,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-25,2632000,71,2024,12,25,0.6,1.5,0.0,1.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-26,1561100,35,2024,12,26,2.3,3.5,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-27,2533100,43,2024,12,27,0.8,3.8,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-28,2251600,69,2024,12,28,-1.3,3.6,1.6,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-29,1625400,58,2024,12,29,0.7,1.8,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2024-12-31,2598800,81,2024,12,31,3.0,3.9,0.0,0.0,467,65.0,189,162,65.0,437.0,2024-12
2025-01-01,2175200,72,2025,1,1,1.0,2.3,0.0,1.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-03,1639100,41,2025,1,3,0.1,2.9,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-04,2228700,67,2025,1,4,0.3,2.3,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-05,1962800,67,2025,1,5,-0.7,0.4,0.5,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-07,2066400,61,2025,1,7,-1.7,2.6,1.9,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-08,1810500,50,2025,1,8,-0.4,2.6,0.3,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-09,1227900,35,2025,1,9,-6.5,4.4,0.4,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-10,2045200,68,2025,1,10,-5.6,4.0,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-11,1720800,53,2025,1,11,-2.6,2.0,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-12,1887600,66,2025,1,12,-1.8,2.7,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-14,3411000,55,2025,1,14,2.5,1.9,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-15,1864200,61,2025,1,15,-1.3,4.4,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-16,1232400,43,2025,1,16,0.1,3.1,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-17,1333000,47,2025,1,17,0.5,1.3,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-18,1433200,48,2025,1,18,0.3,0.7,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-19,1973500,69,2025,1,19,0.3,1.3,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-21,1285100,43,2025,1,21,1.0,1.7,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-22,1907400,40,2025,1,22,1.8,1.2,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-23,1172900,39,2025,1,23,2.3,1.4,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-24,1593000,49,2025,1,24,2.2,0.6,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-25,1908100,63,2025,1,25,2.9,1.2,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-26,2017600,71,2025,1,26,2.2,1.2,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-27,1790700,58,2025,1,27,-0.1,2.9,1.6,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-28,1959600,57,2025,1,28,-1.8,4.8,0.2,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-29,2735500,82,2025,1,29,-2.2,4.0,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-30,1674200,52,2025,1,30,-2.6,1.0,0.0,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-01-31,2174000,65,2025,1,31,-0.5,0.3,0.7,0.0,441,179.0,136,51,235.0,480.0,2025-01
2025-02-01,1947100,60,2025,2,1,2.5,0.9,16.3,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-02,1733100,38,2025,2,2,3.1,2.6,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-04,2369600,70,2025,2,4,-5.7,4.0,0.3,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-05,1526800,48,2025,2,5,-5.5,2.8,0.4,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-07,447000,3,2025,2,7,-5.9,3.3,3.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-08,2389900,80,2025,2,8,-6.1,4.0,0.1,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-09,1967600,66,2025,2,9,-3.7,3.7,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-11,1347500,47,2025,2,11,-0.9,1.0,0.0,1.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-12,1535000,43,2025,2,12,0.9,2.1,12.3,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-13,1937400,53,2025,2,13,0.7,4.3,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-14,1363500,47,2025,2,14,1.8,2.1,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-15,824500,29,2025,2,15,0.6,0.6,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-16,1841700,62,2025,2,16,4.3,2.5,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-18,1703500,56,2025,2,18,-1.2,4.9,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-19,1944700,63,2025,2,19,-1.7,4.0,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-20,1785300,62,2025,2,20,-1.8,3.3,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-21,1744300,62,2025,2,21,-1.7,3.6,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-22,1693100,58,2025,2,22,-1.4,3.6,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-23,2298000,76,2025,2,23,-2.7,4.2,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-25,1303900,47,2025,2,25,2.0,2.9,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-26,1479400,51,2025,2,26,4.2,2.5,0.0,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-27,2148100,58,2025,2,27,3.5,1.2,0.5,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-02-28,1942200,61,2025,2,28,7.3,1.0,0.8,0.0,367,50.0,279,90,140.0,314.0,2025-02
2025-03-01,1659900,56,2025,3,1,6.4,0.4,6.5,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-02,2300500,81,2025,3,2,10.9,1.2,3.7,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-03,1322700,42,2025,3,3,4.8,2.0,7.6,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-04,1568500,51,2025,3,4,3.7,1.6,5.6,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-05,1300600,46,2025,3,5,4.3,0.7,2.1,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-06,1348900,41,2025,3,6,4.7,2.8,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-07,1537000,53,2025,3,7,3.5,1.2,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-08,2082600,63,2025,3,8,3.9,0.9,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-09,1963000,67,2025,3,9,4.5,1.3,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-11,1346100,45,2025,3,11,6.9,1.0,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-12,1120200,39,2025,3,12,8.9,2.2,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-13,1375600,39,2025,3,13,10.1,2.1,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-14,1813500,63,2025,3,14,10.4,1.7,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-15,2217600,80,2025,3,15,7.8,1.8,3.1,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-16,2182200,77,2025,3,16,3.6,4.1,0.1,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-18,2102500,59,2025,3,18,-0.1,3.4,2.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-19,1405200,46,2025,3,19,1.6,3.1,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-20,1388200,39,2025,3,20,5.4,2.0,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-21,1552000,56,2025,3,21,9.8,2.0,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-22,2196200,58,2025,3,22,11.6,1.8,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-23,2311600,80,2025,3,23,12.9,1.2,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-24,931400,32,2025,3,24,14.6,2.0,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-25,1873500,50,2025,3,25,14.7,2.7,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-26,1016000,33,2025,3,26,14.0,2.1,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-27,891800,30,2025,3,27,14.5,2.7,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-28,1806500,56,2025,3,28,6.5,4.7,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-29,2138200,71,2025,3,29,3.4,3.8,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
2025-03-30,2147900,78,2025,3,30,2.4,2.9,0.0,0.0,477,126.0,318,85,151.0,374.0,2025-03
